event_type,timestamp,symbol,raw_symbol,timeframe,close,price_return_pct,oi_change_pct,volume_zscore,volume_ratio,funding_classification,early_bullish_score,blowoff_risk_score,squeeze_setup_score,whale_accum_score
OI_SURGE,2026-06-28 08:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,386.85,0.003632118303281917,-0.05465784290667286,-0.7631460790081883,0.6498984353601461,NEUTRAL,22.7,5.2,0.9,0.0
PRE_ENTRY,2026-06-28 08:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,4h,6.353,0.0028413575374901523,0.022923286900237594,-0.17047563455616888,1.1432543150388084,NEGATIVE,39.4,8.5,10.7,0.0
PRE_ENTRY,2026-06-28 08:00:00+00:00,LTC,BYBIT:LTCUSDT.P,4h,43.29,0.018588235294117572,-0.0036732241486502337,0.1493155461054216,1.5441767449932031,NEUTRAL,55.2,12.1,18.4,0.0
WHALE_ACCUM,2026-06-28 08:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3803,0.018751674256630047,0.009062912268443135,-0.6561018749241114,0.6754446166553182,EXTREME,37.1,14.8,9.8,87.4
ENTRY,2026-06-28 04:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02596,0.12089810017271163,0.04179231222506807,6.355380644800658,23.33276298227569,NEGATIVE,100.0,64.1,26.9,40.0
WHALE_ACCUM,2026-06-28 04:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,90.88,-0.04023656141091991,0.012144730948999038,0.2291588875204867,2.2670901517946564,NEUTRAL,36.7,29.8,8.6,95.4
ENTRY,2026-06-28 00:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02316,0.046070460704606964,-0.07282430104964743,1.9802159564285229,8.439202732206807,NEGATIVE,65.7,22.7,24.5,40.0
OI_SURGE,2026-06-28 00:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,1d,91.63,-0.024486319599702044,0.03194232816035791,0.7419494653686636,2.089991864331538,NEUTRAL,33.0,10.7,0.0,64.1
OI_SURGE,2026-06-28 00:00:00+00:00,APT,BYBIT:APTUSDT.P,1d,0.574,-0.011197243755383446,0.011026026223335927,-0.4697228313960964,0.8884376891470305,NEUTRAL,25.0,2.2,4.4,0.0
OI_SURGE,2026-06-28 00:00:00+00:00,ETH,BYBIT:ETHUSDT.P,1d,1571.24,-0.0011379312536951014,-0.020437195014663234,-1.080555348460772,0.5250108331457976,NEGATIVE,20.9,0.4,2.9,0.0
OI_SURGE,2026-06-28 00:00:00+00:00,S,BINANCE:SUSDT.P,1d,0.02412,0.08943089430894302,0.13958859824104053,29.212583746873033,37.81624312307796,NEGATIVE,100.0,48.1,42.6,0.0
OI_SURGE,2026-06-28 00:00:00+00:00,SOL,BINANCE:SOLUSD.P,1d,71.26,0.012647434986500006,0.001330628308488624,-1.2461834470192348,0.49627534339880763,NEUTRAL,1.5,9.0,5.6,14.5
OI_SURGE,2026-06-28 00:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.6836,-0.0005847953216375767,-0.008558065946733584,-1.1010028869994737,0.35177128251926343,NEGATIVE,20.1,0.1,24.8,0.0
OI_SURGE,2026-06-28 00:00:00+00:00,TAO,BINANCE:TAOUSDT.P,1d,205.13,-0.018140915182845108,0.009868516754788947,-0.8941618658189299,0.4570486051093302,NEGATIVE,22.7,1.2,21.8,0.0
OI_SURGE,2026-06-28 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,1d,0.375,0.005901287553647938,-0.036528795566889594,-0.6474622359334068,0.7714801103699858,EXTREME,0.0,0.5,13.4,16.3
OI_SURGE,2026-06-28 00:00:00+00:00,UNI,BYBIT:UNIUSDT.P,1d,2.923,0.000684697021567926,-0.023659155773015472,-0.4299578653390413,0.803157763237073,NEGATIVE,20.9,0.4,10.1,56.3
OI_SURGE,2026-06-28 00:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,1d,0.5346,0.005265137269650166,0.011146143470764924,-1.0266061312164043,0.5629790425208914,NEGATIVE,26.8,3.0,7.7,0.0
SQUEEZE_SETUP,2026-06-28 00:00:00+00:00,SUI,BYBIT:SUIUSDT.P,1d,0.681,-0.004385964912280715,0.08656281516116837,-0.7519854968414356,0.5959017338978876,NEGATIVE,45.9,11.4,56.4,0.0
WHALE_ACCUM,2026-06-28 00:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,94.69,0.008091131693814368,-0.005886798529142645,-0.07353806481981767,1.6835536050166804,NEUTRAL,23.0,26.3,18.0,90.7
OI_SURGE,2026-06-27 20:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.684,-0.0014598540145985828,0.05741028516276625,-0.269936740026449,1.076200990361088,NEGATIVE,64.7,19.6,20.5,0.0
OI_SURGE,2026-06-27 20:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.0469,-0.006547732017460728,0.033013637672295815,-0.6330497024825351,0.7216861538937045,NEGATIVE,43.0,10.1,16.4,36.4
PRE_ENTRY,2026-06-27 20:00:00+00:00,NEAR,BINANCE:NEARUSD.P,4h,1.864,0.004310344827586299,0.024178817393774032,-0.2789123182602838,0.9847504253661329,NEUTRAL,46.6,11.6,0.0,0.0
SQUEEZE_SETUP,2026-06-27 20:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02214,-0.02638522427440637,0.22906887969788947,2.87548081425007,11.207582009648911,NEGATIVE,100.0,53.5,58.2,40.0
WHALE_ACCUM,2026-06-27 20:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,93.93,0.0019200000000001438,0.0005330917369528176,0.1535922370967019,2.1327302027850927,NEGATIVE,20.9,25.6,14.2,83.9
WHALE_ACCUM,2026-06-27 20:00:00+00:00,BTC,BYBIT:BTCUSDT.P,4h,59995.3,-0.0024276162969539827,-0.013522335290060084,-0.5446968059179861,0.7641087350978165,NEGATIVE,20.0,0.0,30.2,100.0
SQUEEZE_SETUP,2026-06-27 16:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.1302,-0.016616314199395577,0.012002844206577379,-0.3171543049297334,0.9854761594962168,NEGATIVE,30.9,4.8,68.4,0.0
VOLUME_SURGE,2026-06-27 16:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02274,0.10764734534827092,0.017582892475783263,14.526981864550224,29.234278990105114,NEUTRAL,100.0,65.9,38.9,40.0
WHALE_ACCUM,2026-06-27 16:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,93.75,-0.024453694068678367,0.020306405753613088,0.5217438343716623,2.8649143324981527,NEGATIVE,49.9,38.8,14.3,100.0
ENTRY,2026-06-27 12:00:00+00:00,NEAR,BINANCE:NEARUSD.P,4h,1.889,0.03848268279274336,-0.012534996995691716,-0.2657288514532926,0.9954688044614849,NEUTRAL,50.1,17.2,0.0,0.0
ENTRY,2026-06-27 12:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,4h,0.5483,0.027934008248968967,0.0050732923295153665,-0.37898537945327077,0.8904298126595488,NEGATIVE,49.1,12.8,10.2,0.0
PRE_ENTRY,2026-06-27 12:00:00+00:00,ETC,BINANCE:ETCUSDT.P,4h,7.267,0.0008263324610935374,0.015589009697226208,-1.035304883897347,0.47891084812455037,EXTREME,44.1,14.6,12.6,0.0
PRE_ENTRY,2026-06-27 12:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07322,0.007014165864392741,0.020680875529630383,-0.8162301076917376,0.619581082182653,NEGATIVE,48.4,12.4,11.6,0.0
PRE_ENTRY,2026-06-27 12:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.444,0.013202667755546349,0.009557899303894057,-0.23906698928505213,1.111699106048375,HOT,51.1,17.6,8.6,0.0
PRE_ENTRY,2026-06-27 12:00:00+00:00,LTC,BYBIT:LTCUSDT.P,4h,43.09,0.014837494112105665,0.005146193772476382,0.2120131403128665,1.589630995532669,NEGATIVE,57.1,13.0,23.4,18.3
WHALE_ACCUM,2026-06-27 12:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,96.1,-0.009074035883687492,-0.00022862289306280204,1.2900994789551028,4.397068384741429,NEGATIVE,27.7,30.2,25.4,100.0
OI_SURGE,2026-06-27 08:00:00+00:00,NEAR,BINANCE:NEARUSD.P,4h,1.819,0.0055279159756771445,0.01293672787547595,-1.3288043291052696,0.329734606888398,NEUTRAL,37.1,11.5,0.0,0.0
SQUEEZE_SETUP,2026-06-27 08:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.13322,0.0024078254326562742,-0.0039902389611341516,0.08485954656842289,1.5455548747039283,NEGATIVE,24.2,2.0,68.5,0.0
WHALE_ACCUM,2026-06-27 08:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,96.98,0.008527454242928556,0.019627732340561588,0.25846997600447796,2.318684515682494,NEGATIVE,51.1,39.0,9.8,100.0
ENTRY,2026-06-27 04:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,96.16,0.03844492440604763,-0.002494779920108381,0.5502082248050898,2.900558687034033,EXTREME,48.3,38.1,8.8,80.3
OI_SURGE,2026-06-27 04:00:00+00:00,NEAR,BINANCE:NEARUSD.P,4h,1.809,0.0011068068622024363,0.07333277736079835,-0.849899557544977,0.6238770000457589,NEUTRAL,100.0,39.4,0.0,0.0
OI_SURGE,2026-06-27 04:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,72.16,0.00041591570774990316,-0.0032983417891891964,-0.8562283719577305,0.5539503399681011,NEUTRAL,20.0,4.0,10.4,40.0
OI_SURGE,2026-06-27 04:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.0597,0.001322876311064869,-0.024193187949430484,-0.796905758562077,0.5918160998278846,NEUTRAL,22.0,0.9,8.0,0.0
OI_SURGE,2026-06-27 04:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,411.1,-0.006380818871755123,-0.030409603830496845,-1.2191070256216925,0.3219857169608565,EXTREME,20.0,0.0,22.0,0.0
PRE_ENTRY,2026-06-27 04:00:00+00:00,FIL,BITGET:FILUSDT.P,4h,0.7459,0.0006707807888381989,0.026561668243969327,-0.8551184429569603,0.6219596487073078,EXTREME,50.1,13.2,23.4,0.0
SQUEEZE_SETUP,2026-06-27 04:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.1329,-0.001427605379818342,-0.0070682925333909186,-0.4580414792638404,0.7950944166760332,NEGATIVE,20.0,0.0,68.2,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,92.6,-0.0261857187927228,0.007771981651309101,1.1608994929257066,4.084335941389916,EXTREME,36.9,34.0,0.0,62.3
OI_SURGE,2026-06-27 00:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,1d,93.93,-0.01219896939741294,0.034493772003386214,1.5683122823522466,2.9198357609947783,EXTREME,39.0,10.5,0.0,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,ARB,BINANCE:ARBUSDT.P,1d,0.07339,-0.012513455328310052,0.035234913114881694,-1.0755428408390348,0.6007933643845689,NEUTRAL,10.9,13.2,0.0,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,BTC,BYBIT:BTCUSDT.P,1d,59995.3,-0.001300076240066339,-0.01468668411747076,-1.0842685291581518,0.5232944298931443,NEUTRAL,20.2,0.1,0.7,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,NEAR,BINANCE:NEARUSD.P,1d,1.864,0.03670745272525022,0.11379796859535452,-0.2793656890162874,1.0734214821686492,NEUTRAL,100.0,59.0,0.0,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,POL,BYBIT:POLUSDT.P,1d,0.07079,-0.012829451959280314,0.053279289442249134,-1.4638891226624258,0.4006710250631903,EXTREME,42.8,10.0,1.0,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,SAND,BYBIT:SANDUSDT.P,1d,0.04696,-0.009700548291859845,-0.014918694876519423,-0.6490719964123943,0.5948682371245423,EXTREME,20.0,0.0,0.0,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,72.13,0.0047360356595624875,0.01719786467301665,-0.663389601619791,0.7043065960141709,NEUTRAL,51.3,13.7,10.3,40.0
OI_SURGE,2026-06-27 00:00:00+00:00,SOL,BINANCE:SOLUSD.P,1d,70.37,-0.019779913636996826,0.020203052231594798,-1.340421801319499,0.4639810440612742,NEUTRAL,4.8,6.5,3.4,6.2
OI_SURGE,2026-06-27 00:00:00+00:00,TAO,BINANCE:TAOUSDT.P,1d,208.92,-0.025377869005411613,0.04700045375511697,-0.9369117129712794,0.42426594816490115,EXTREME,31.9,5.2,2.3,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,THETA,BYBIT:THETAUSDT.P,1d,0.13039,-0.015478707339172448,-0.03076354216991184,-0.5833880023159591,0.5082629457739585,NEGATIVE,20.0,4.0,9.4,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3725,-0.023335081279496683,-0.02646912026653414,-1.1347406946804255,0.3424436669936079,EXTREME,20.0,4.4,11.2,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,1d,0.5318,0.006815600151457879,-0.02486453318377535,-0.9881963624588922,0.5889482933397373,NEUTRAL,23.5,1.5,3.9,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,XLM,BINANCE:XLMUSDT.P,4h,0.17385,-0.0218308670455184,0.005895127884926632,-0.4921560513772221,0.8444559932910436,EXTREME,23.7,1.6,0.8,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.0583,0.009442960702022107,-0.005365896795774039,-0.36167091496610543,0.937106401538522,NEUTRAL,32.0,5.2,8.2,0.0
OI_SURGE,2026-06-27 00:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,413.74,-0.013118977196832415,-0.005990247714036112,-1.151981604519627,0.38032340101028683,EXTREME,20.0,4.0,22.3,0.0
SQUEEZE_SETUP,2026-06-27 00:00:00+00:00,S,BINANCE:SUSDT.P,1d,0.02214,0.09766980664352998,-0.013942075460753323,10.121196273950819,10.204261342464697,NEGATIVE,81.2,36.3,59.6,0.0
WHALE_ACCUM,2026-06-27 00:00:00+00:00,UNI,BYBIT:UNIUSDT.P,1d,2.921,-0.013508949679162496,0.05326662952496086,-0.31929617718429937,0.949651222654239,EXTREME,45.8,11.3,5.3,79.2
OI_SURGE,2026-06-26 20:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,95.09,0.0004208311415045962,0.03752074971163499,1.3047447136050607,4.354593895865371,NEUTRAL,83.2,54.4,0.0,66.9
OI_SURGE,2026-06-26 20:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,71.79,-0.015091233365345014,0.028758342750338617,-0.09859635352525903,1.2401834726461576,NEUTRAL,70.0,21.9,9.5,40.0
OI_SURGE,2026-06-26 20:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3814,0.003948407475651505,0.054073741597227665,-0.37412215253753883,0.8515985835510406,EXTREME,52.3,20.9,10.1,9.8
OI_SURGE,2026-06-26 20:00:00+00:00,XLM,BINANCE:XLMUSDT.P,4h,0.17773,-0.005706293706293719,0.008039637285824242,-0.7060397913163541,0.6063117142358978,NEUTRAL,25.4,2.3,3.4,0.0
OI_SURGE,2026-06-26 20:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.0484,0.0009547450830627024,0.07805882260172603,-0.343368333179837,0.9503061636651191,NEGATIVE,82.0,27.1,6.8,0.0
OI_SURGE,2026-06-26 20:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,419.24,0.00805501454711588,0.08634375005505368,-1.0394033646405343,0.4709596543400627,EXTREME,61.9,22.3,24.6,0.0
PRE_ENTRY,2026-06-26 20:00:00+00:00,BNB,BYBIT:BNBUSDT.P,4h,567.98,0.0031083324502843013,0.01724717898249084,-0.8454043164254811,0.5506748377518366,NEUTRAL,61.6,33.7,15.3,0.0
PRE_ENTRY,2026-06-26 20:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.6979,0.003162282593071719,0.04327756147275341,-0.42993701815080476,0.9409856585093742,NEUTRAL,57.7,20.5,10.5,0.0
WHALE_ACCUM,2026-06-26 20:00:00+00:00,ADA,BYBIT:ADAUSDT.P,4h,0.1483,0.006105834464043225,-0.012035345410781773,-0.33358638738040913,0.9748389070745893,NEUTRAL,25.8,6.6,38.9,97.4
HOT_PRE_ENTRY,2026-06-26 16:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,72.89,0.013346308911441618,0.017925423277467045,1.4071969422205328,2.5624488820958455,NEUTRAL,86.1,29.0,12.1,36.9
OI_SURGE,2026-06-26 16:00:00+00:00,ETH,BYBIT:ETHUSDT.P,4h,1573.89,-0.0034444986165018676,0.031464107566179456,-0.20591945166963593,1.088941224689363,NEUTRAL,48.4,12.4,5.0,0.0
OI_SURGE,2026-06-26 16:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,64.712,-0.002666255683131724,0.0896968020192217,-0.45610681334334036,0.8962597225367475,NEUTRAL,82.5,31.7,8.0,67.7
OI_SURGE,2026-06-26 16:00:00+00:00,XLM,BINANCE:XLMUSDT.P,4h,0.17875,0.0037059913526868993,0.0633449995460793,-0.3614034712331395,0.9847871601283331,NEUTRAL,73.0,27.2,4.1,0.0
PRE_ENTRY,2026-06-26 16:00:00+00:00,ETC,BINANCE:ETCUSDT.P,4h,7.309,0.02582456140350886,-0.0048150360066056,0.6598861330590376,1.6398074789279171,NEGATIVE,33.7,16.5,11.5,0.0
VOLUME_SURGE,2026-06-26 16:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,95.05,0.023143164693218532,0.001146453970211292,3.765234018957229,8.795898439031971,NEUTRAL,35.9,46.8,0.0,33.0
ENTRY,2026-06-26 12:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,199.89,0.03650505574280527,0.0031315429306890685,0.20089162249424822,1.4172746259262439,NEUTRAL,65.3,16.6,21.9,0.0
ENTRY,2026-06-26 12:00:00+00:00,ETH,BYBIT:ETHUSDT.P,4h,1579.33,0.022736397663545294,0.00229189580210587,2.2025654608499865,3.3179954136785423,NEUTRAL,65.4,22.9,5.4,0.0
ENTRY,2026-06-26 12:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,64.885,0.04555415901253679,-0.06054126768634105,1.8268100042498532,2.2167765353328868,EXTREME,68.3,21.7,10.6,0.0
ENTRY,2026-06-26 12:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,4h,0.3151,0.02839425587467348,-0.0011931993560643228,0.3267321580762592,1.2382148347698745,NEUTRAL,46.4,12.0,22.6,0.0
ENTRY,2026-06-26 12:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.5414,0.03860925813624427,0.004419264887223884,1.6335173400933274,1.8611723824623585,NEGATIVE,70.5,24.3,12.8,0.0
ENTRY,2026-06-26 12:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,71.93,0.05053308018110125,0.001785691742967943,2.8962546954991053,3.835974901375117,NEUTRAL,98.8,35.0,9.8,30.3
ENTRY,2026-06-26 12:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,410.0,0.03462198445543563,-0.007415562423314426,0.21417801088988242,1.3771134791388753,EXTREME,43.2,10.4,20.8,0.0
HOT_PRE_ENTRY,2026-06-26 12:00:00+00:00,BNB,BYBIT:BNBUSDT.P,4h,565.72,0.011930954297469043,0.006656769970575072,1.8110121216520236,2.7274620893717,NEUTRAL,62.5,36.6,7.0,0.0
HOT_PRE_ENTRY,2026-06-26 12:00:00+00:00,BTC,BYBIT:BTCUSDT.P,4h,60291.9,0.0151997332848397,-0.01035846209938629,3.0737113271882697,4.965433806786892,NEGATIVE,63.2,23.1,51.2,0.0
HOT_PRE_ENTRY,2026-06-26 12:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.0445,0.021915663829370935,0.009591743249869555,2.0463234666912866,2.8678288677424115,NEUTRAL,67.4,23.5,19.8,0.0
OI_SURGE,2026-06-26 12:00:00+00:00,POL,BYBIT:POLUSDT.P,4h,0.07192,0.0015318200807685756,-0.01570441338519024,2.5662349505902915,3.2643293194027003,NEGATIVE,7.6,11.2,16.0,0.0
VOLUME_SURGE,2026-06-26 12:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,92.9,0.07760120635657142,0.013046369694656335,4.063241324266166,8.868633691820872,NEGATIVE,99.6,75.2,16.7,21.6
OI_SURGE,2026-06-26 08:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,62.058,-0.045746005873940954,0.08927662966342553,0.09177218880384082,1.2173808195718077,EXTREME,89.6,30.6,21.7,0.0
OI_SURGE,2026-06-26 08:00:00+00:00,POL,BYBIT:POLUSDT.P,4h,0.07181,-0.03403282216841541,0.02630736571218728,1.2413534299175952,2.202244027733009,EXTREME,31.0,19.6,1.3,0.0
VOLUME_SURGE,2026-06-26 08:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,86.21,-0.0003478664192949621,0.001521484474261925,1.3662839604290273,4.01369665180794,NEGATIVE,0.5,23.0,7.7,6.4
ENTRY,2026-06-26 04:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.6044,0.022327469553450774,0.011203978911195067,-0.35395305231235363,0.9851599547205571,NEGATIVE,49.1,12.7,4.1,0.0
ENTRY,2026-06-26 04:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,4h,6.306,0.02720312754520271,0.014768773450840378,0.14311272939735828,1.4035775210880919,NEUTRAL,56.0,15.9,14.1,0.0
ENTRY,2026-06-26 04:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07417,0.021625344352617093,0.010563311159216937,-0.689679346990683,0.6944990414817959,EXTREME,57.7,16.5,5.1,0.0
ENTRY,2026-06-26 04:00:00+00:00,NEO,BINANCE:NEOUSDT.P,4h,1.939,0.018917498686284784,0.009145499093340392,-0.12900348284892266,1.106085856239008,EXTREME,58.5,20.8,2.3,0.0
ENTRY,2026-06-26 04:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,70.64,0.03760282021151595,-0.008071700987321906,1.9074954295613258,2.978506949640754,NEUTRAL,70.0,24.5,5.7,35.5
ENTRY,2026-06-26 04:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3659,0.032449209932279954,-0.001925586008449609,-0.28535372840150813,0.8973824863222193,NEGATIVE,42.3,9.7,8.6,0.0
ENTRY,2026-06-26 04:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.0492,0.014798336396169676,-0.027910245871277328,0.08246100764947363,1.2965447373899617,NEGATIVE,39.7,8.7,8.7,0.0
OI_SURGE,2026-06-26 04:00:00+00:00,POL,BYBIT:POLUSDT.P,4h,0.07434,0.028500276701715732,0.0561781975655109,0.9318486910384371,1.9790745536418788,EXTREME,100.0,52.9,4.8,0.0
OI_SURGE,2026-06-26 04:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,4h,0.5312,0.020361121782558778,0.004047105468628187,-0.3408270338118014,0.8997530379606399,NEGATIVE,42.0,9.6,12.5,0.0
OI_SURGE,2026-06-26 04:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,413.68,-0.013403291199618472,0.04118109184199903,-0.8555527289783063,0.5860051114489628,EXTREME,38.2,12.0,12.7,0.0
VOLUME_SURGE,2026-06-26 04:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,86.24,0.033928785517324034,-0.025949213462499676,1.4438288125225336,4.103080885887128,NEUTRAL,22.5,32.8,7.7,0.0
ENTRY,2026-06-26 00:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,1d,95.09,0.15414492050006068,-0.0027250353939090033,4.199679954701862,5.2263925800292315,NEUTRAL,100.0,44.3,4.4,25.6
ENTRY,2026-06-26 00:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,4h,1.645,0.02110490378646812,-0.0005473379970235559,1.0300532643862013,2.2088200527939623,NEGATIVE,53.5,16.1,41.4,0.0
HOT_PRE_ENTRY,2026-06-26 00:00:00+00:00,INJ,BINANCE:INJUSDT.P,4h,4.443,0.03929824561403494,-0.00886539562517119,2.25480345758715,2.398808940400489,NEGATIVE,62.2,21.5,4.5,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,ADA,BYBIT:ADAUSDT.P,1d,0.1483,0.03201113430758529,-0.018896270273477955,0.8031250058919578,1.8020708130333798,NEGATIVE,43.7,15.5,0.0,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.5912,-0.004378578646008879,0.00048632071595111626,0.9895807249835655,2.2494314194854046,NEGATIVE,25.9,8.0,1.4,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,ARB,BINANCE:ARBUSDT.P,1d,0.07432,0.01502321770008197,0.026825539365616713,-0.03487598158021623,1.076900788255281,NEGATIVE,45.2,11.0,22.8,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,1d,1.593,-0.011173184357541888,0.013494673232573806,0.004897118918128099,1.1431761727899616,NEGATIVE,24.7,2.0,13.3,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,BTC,BYBIT:BTCUSDT.P,1d,60073.4,0.005121529665887525,0.015044877791186018,1.512462391499583,1.6978080446375063,NEUTRAL,38.8,10.3,0.9,42.9
OI_SURGE,2026-06-26 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.8326,-0.011868027533823877,0.0018232116812957333,4.342316621433993,4.363981763174184,NEUTRAL,44.0,17.4,29.2,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,1d,0.8523,0.011511986707809063,0.07562394786414117,0.4250009565199994,1.4083458146044256,NEUTRAL,58.0,21.2,2.3,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,S,BINANCE:SUSDT.P,1d,0.02017,0.007996001999000413,-0.019582098075429544,1.0055750486216175,2.180478380187524,NEGATIVE,31.6,10.5,38.9,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,LTC,BYBIT:LTCUSDT.P,1d,41.88,0.02421129860601612,0.0005877685393504972,0.8961997914634242,1.7356425555565989,NEUTRAL,46.8,13.0,0.0,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,68.08,0.007547728281781962,0.009604375762866546,1.0821077221189503,2.2418851430890068,NEUTRAL,51.1,15.1,11.1,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,SOL,BINANCE:SOLUSD.P,1d,71.79,0.06245375166494016,0.0414436688157378,1.7804786053972883,1.870962186492208,NEUTRAL,96.6,36.0,6.9,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,THETA,BYBIT:THETAUSDT.P,1d,0.13244,0.006535947712418277,0.05623843521877414,-0.35790133860648826,0.9095068279077103,NEGATIVE,34.6,6.4,44.4,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,4h,0.5206,-0.006298912006108215,0.015441644904873542,1.033191395998301,1.6472521782967384,NEGATIVE,45.5,12.6,5.6,0.0
OI_SURGE,2026-06-26 00:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,1d,0.5282,0.008207673220080203,0.07351265704199395,-0.03515645870772504,1.1399313218221687,NEGATIVE,52.3,14.1,0.0,0.0
